name,artists,year,cluster
Na Na Na (Dulce Niña),['A.B. Quintanilla III Y Los Kumbia Kings'],2016,0
Even When It Hurts (Praise Song) - Live,['Hillsong UNITED'],2016,1
September Doves,['Lost Dog Street Band'],2016,2
Tuesday (feat. Danelle Sandoval),"['Burak Yeter', 'Danelle Sandoval']",2016,0
Good Night,['White Noise Spa'],2016,1
Close To You,"['Dreezy', 'T-Pain']",2016,1
Livin' The Dream,['Drake White'],2016,0
Moonlight,['Chase Atlantic'],2016,1
"Wat U Mean (Aye, Aye, Aye)",['Dae Dae'],2016,0
"Ella y Yo (feat. Farruko, Tempo, Anuel Aa, Almighty & Bryant Myers)","['Pepe Quintana', 'Farruko', 'Tempo', 'Anuel AA', 'Almighty', 'Bryant Myers']",2016,0
Pistoleros Famosos,['Los Cadetes De Linares'],2016,0
KARATE,['BABYMETAL'],2016,2
California Here We Go,['The Garden'],2016,0
IF YOU,['BIGBANG'],2016,1
Ain't My Fault - R3hab Remix,"['Zara Larsson', 'R3HAB']",2016,2
Friends (feat. Bon Iver),"['Francis and the Lights', 'Bon Iver']",2016,2
Lotto,['EXO'],2016,0
Can't Help It,['Anarbor'],2016,0
Move Your Body - Alan Walker Remix,"['Sia', 'Alan Walker']",2016,2
Paso a Paso,['Grupo Codiciado'],2016,0
Hometown Girl,['ZHU'],2016,0
Sarcophagus III,"['$uicideBoy$', 'Ramirez']",2016,0
Alone,['Alan Walker'],2016,2
Hoes Mad,['Famous Dex'],2016,0
On The Way,['TWENTY88'],2016,2
Letdown,"['nothing,nowhere.']",2016,2
Dos Vicios,['Los Cadetes De Linares'],2016,0
BREAKDALAW2K16,"['$uicideBoy$', 'Pouya']",2016,1
White Flag,['Joseph'],2016,2
Diamond is unbreakable - Main Theme,['Yugo Kanno'],2016,2
The Garbage Truck Song,['Blippi'],2016,0
I Ain't Going Nowhere Baby,['Cody Johnson'],2016,1
How Great (feat. Jay Electronica & My cousin Nicole),"['Chance the Rapper', 'Jay Electronica', 'My cousin Nicole']",2016,1
Break On Me,['Keith Urban'],2016,0
Whole Damn Thing,['Chuck Wicks'],2016,1
OTW,['DJ Luke Nasty'],2016,0
Pride,['Kevin Gates'],2016,0
When I Was Yung,['Yung Pinch'],2016,0
Breathe,['NF'],2016,1
22 (OVER S∞∞N),['Bon Iver'],2016,1
Feels - Jai Wolf Remix,"['Kiiara', 'Jai Wolf']",2016,2
A Toast and a Spirit,['Vacation Manor'],2016,2
Finest Girl (Bin Laden Song),['The Lonely Island'],2016,0
If the Boot Fits,['Granger Smith'],2016,2
Roll Up (feat. Marko Penn),"['B.o.B', 'Marko Penn']",2016,0
Young Robot,['Dance Gavin Dance'],2016,2
Sorry - Original Demo,['Beyoncé'],2016,1
Can't Hold Me Down,"['GRiZ', 'Tash Neal']",2016,2
Una Lagrima y un Recuerdo,['Los Cadetes De Linares'],2016,0
The Night Me and Your Mama Met,['Childish Gambino'],2016,1
Yes and Amen,['Housefires'],2016,1
Trappa,['Young Dolph'],2016,0
Brutus,['The Buttress'],2016,0
Live That Long,['Lewis Del Mar'],2016,2
"Good Girl, Bad Boy",['Florida Georgia Line'],2016,2
Start A Riot,['BANNERS'],2016,2
waves (feat. Kacey Musgraves) - Remix,"['Miguel', 'Kacey Musgraves']",2016,0
When I Get Home,['Post Animal'],2016,2
Contraband,['Night Lovell'],2016,0
"Moodna, Once With Grace",['Gus Dapperton'],2016,1
Todavía Me Amas,['Aventura'],2016,0
Ya Me Enteré (feat. Nicky Jam) - Urban Version,"['Reik', 'Nicky Jam']",2016,0
Mujer De Pierda,['Gerardo Ortiz'],2016,0
Watch Me,['The Phantoms'],2016,1
Lake Superior,['The Arcs'],2016,2
LOSER,['BIGBANG'],2016,0
Space Cadet,['The Technicolors'],2016,0
Cuando Fuimos Nada,['Joss Favela'],2016,0
Moth Into Flame,['Metallica'],2016,2
Stoney,"['Saba', 'Phoelix', 'Bjrknc']",2016,0
The Lost Battalion,['Sabaton'],2016,2
Parking Lot,['Anderson .Paak'],2016,0
Problem Wit It (feat. DJ Paul),"['Jelly Roll', 'Lil Wyte', 'DJ Paul']",2016,0
Surrender,['Cash Cash'],2016,2
Alarm,['Anne-Marie'],2016,0
Love on Me,"['Galantis', 'Hook N Sling']",2016,2
Privado,"['Rvssian', 'Arcangel', 'Farruko', 'Konshens', 'Nicky Jam']",2016,1
Criminal,['Lindsay Ell'],2017,0
In Too Deep,['Trippie Redd'],2017,1
"Baby, You Make Me Crazy",['Sam Smith'],2017,2
i'm sad,['eli.'],2017,1
Angela (Single Version),['The Lumineers'],2017,1
Big Money,['Lil Skies'],2017,0
Came Here for Love,"['Sigala', 'Ella Eyre']",2017,0
"Last Thing I Needed, First Thing This Morning",['Chris Stapleton'],2017,1
예뻤어 You Were Beautiful,['DAY6'],2017,2
Hazel,['Roy Blair'],2017,1
STFD,['TeZATalks'],2017,0
Cringe - Stripped,['Matt Maeson'],2017,1
No Glory (feat. M.I.M.E & Drama B),"['Skan', 'Krale', 'M.I.M.E', 'Drama B']",2017,2
Get With U,['Clairo'],2017,1
Up All Night,['Beck'],2017,0
Best of Me,['NEFFEX'],2017,0
Unwind,['Healy'],2017,1
It's You,['Henry'],2017,1
Text Me,['DPR LIVE'],2017,0
XO Tour Llif3,['Lil Uzi Vert'],2017,2
Tidal Wave,['Portugal. The Man'],2017,1
Roll Bounce,['Drakeo the Ruler'],2017,1
War with Us,['YoungBoy Never Broke Again'],2017,0
The Violence,['Rise Against'],2017,2
Candle Queen,"['Ghost and Pals', 'Silver Chord Music']",2017,0
Worst In Me,['Julia Michaels'],2017,1
Sunday,['Matty Wood$'],2017,0
Big Amount,"['2 Chainz', 'Drake']",2017,2
The Rains,['Henry Jamison'],2017,1
Idk Love,['Jeremy Zucker'],2017,0
Fade In / Fade Out,['Nothing More'],2017,1
Que Bonito Es Querer,['Ulices Chaidez'],2017,1
Not Today,['Hillsong UNITED'],2017,2
Paradisus-Paradoxum,['MYTH & ROID'],2017,2
Avenue,['H.E.R.'],2017,1
It's A Trip!,['Joywave'],2017,0
ZIPPER,['BROCKHAMPTON'],2017,0
Bleed The Same,"['Mandisa', 'TobyMac', 'Kirk Franklin']",2017,1
Dive,['Coast Modern'],2017,0
Space Between,"['Dove Cameron', 'Sofia Carson']",2017,2
745,['Vince Staples'],2017,1
oh fuck i'm drunk,['guccihighwaters'],2017,1
Silence - Illenium Remix,"['Marshmello', 'Khalid', 'ILLENIUM']",2017,2
Demons in My Orbit,['guardin'],2017,2
Heaven In Hiding,['Halsey'],2017,2
Yellow,"['Aminé', 'Nelly']",2017,1
Saran Pack,['Tay-K'],2017,2
Craving You,"['Thomas Rhett', 'Maren Morris']",2017,0
Solo,['Samsa'],2017,0
Run for Yo Life,['03 Greedo'],2017,0
Midnight Train,['Sam Smith'],2017,0
Silent Scream,['Anna Blue'],2017,1
26,['Paramore'],2017,1
No Promises,['A Boogie Wit da Hoodie'],2017,2
Let 'em Burn,['Nothing More'],2017,0
Not A Love Song,['bülow'],2017,1
In Luv With U,['Finn'],2017,1
Reminder - Remix,"['The Weeknd', 'A$AP Rocky', 'Young Thug']",2017,0
Long Bumpy Road - Remix,"['Hosier', 'SMO']",2017,2
Kids on Drugs,['Doobie'],2017,1
Rehab,['Machine Gun Kelly'],2017,1
Malfunction,['Lil Uzi Vert'],2017,1
Nothings Into Somethings,['Drake'],2017,1
Running Back (feat. Lil Wayne),"['Wale', 'Lil Wayne']",2017,1
So Far Away (feat. Jamie Scott & Romy Dya),"['Martin Garrix', 'David Guetta', 'Jamie Scott', 'Romy Dya']",2017,1
Drugs,['M.A.G.S.'],2017,0
I Got the Time,['Grimass'],2017,0
Killa,['Young Pappy'],2017,0
Best News Ever,['MercyMe'],2017,0
Mr. Sandman,['SYML'],2017,1
No. 9,['YoungBoy Never Broke Again'],2017,2
Eye 2 Eye,"['Huncho Jack', 'Travis Scott', 'Quavo', 'Takeoff']",2017,2
Language,"['Paperboy Fabe', 'Brent Faiyaz']",2017,2
Them Stems,['Chris Stapleton'],2017,0
"What's New, Scooby-Doo?",['Octopus Montage'],2017,2
I Don't Trust Nobody,"['cucu', 'Shiloh']",2017,1
Get Free,['Lana Del Rey'],2017,2
Boyfriend,['COIN'],2017,2
La Carretera,['Prince Royce'],2017,0
She's My Collar (feat. Kali Uchis),"['Gorillaz', 'Kali Uchis']",2017,0
Up To No Good Livin',['Chris Stapleton'],2017,2
Kelly K,['Playboi Carti'],2017,1
Lovin' (feat. A Boogie wit da Hoodie),"['PnB Rock', 'A Boogie Wit da Hoodie']",2017,1
I Got No Time,['CG5'],2017,2
Recording 15,['Shannon Lay'],2017,1
Tomorrow Never Came (feat. Sean Ono Lennon),"['Lana Del Rey', 'Sean Ono Lennon']",2017,1
War of Hearts (Acoustic Version),['Ruelle'],2017,1
Crying (feat. Lil Peep),"['Yunggoth✰', 'Lil Peep']",2017,1
KMT,"['Drake', 'Giggs']",2017,1
Entertainer,['ZAYN'],2017,2
Never Ever Land,['Trippie Redd'],2017,1
Follow That Dust,['Taylor Ray Holbrook'],2017,1
Ocean Eyes - GOLDHOUSE Remix,"['Billie Eilish', 'GOLDHOUSE']",2017,2
Walk On By,"['Thundercat', 'Kendrick Lamar']",2017,0
Make A Little,['Midland'],2017,2
Noches de Aventura,['Ozuna'],2017,2
Feel It,['Young Thug'],2017,1
Ex (feat. YG),"['Ty Dolla $ign', 'YG']",2017,0
CIGARETTES,['Amir Obe'],2017,1
Homesick,['Dua Lipa'],2017,1
Jiyuu no Tsubasa,['Linked Horizon'],2017,2
"Jump Up, Super Star!","['VGR', 'Jenny']",2017,0
Pero La Recuerdo,"['Pancho Barraza', 'Kalimba']",2017,2
Sink into the Floor,['Feng Suave'],2017,1
Everybody Mad,['O.T. Genasis'],2017,0
Bom Bidi Bom,"['Nick Jonas', 'Nicki Minaj']",2017,1
Lose My Cool,['Amber Mark'],2017,1
Fall,['DaVido'],2017,0
I'm Shy. I'm Anxious,"['prxz', 'Shiloh Dynasty']",2017,0
Paper Houses,['Niall Horan'],2017,2
Saintlike,['Jakey'],2017,1
The Villain I Appear to Be,"['Connor Spiotto', 'Molly Pease']",2017,1
Quicksand,['SZA'],2017,0
Gone Away,['H.E.R.'],2017,1
"No Limit REMIX (feat. A$AP Rocky, French Montana, Juicy J & Belly)","['G-Eazy', 'A$AP Rocky', 'French Montana', 'Juicy J', 'Belly']",2017,2
The Ones That Like Me,['Brantley Gilbert'],2017,2
Scream,"['Michael Jackson', 'Janet Jackson']",2017,0
Devil In Me,['Halsey'],2017,1
Beautiful People Beautiful Problems (feat. Stevie Nicks),"['Lana Del Rey', 'Stevie Nicks']",2017,1
Roots,['In This Moment'],2017,2
13,['LANY'],2017,0
Bebé,"['Ozuna', 'Anuel AA']",2017,2
Wave Foam,['Relaxed Minds'],2017,1
Intro: Singularity,['BTS'],2018,1
Clandestino,"['Shakira', 'Maluma']",2018,0
Pressure (feat. OhGeesy & Fenix Flexin),"['Shoreline Mafia', 'OHGEESY', 'Fenix Flexin']",2018,0
Anybody (feat. Nicki Minaj),"['Young Thug', 'Nicki Minaj']",2018,0
Black Rover,['Vickeblanka'],2018,0
Alive (with Offset & 2 Chainz),"['Lil Jon', 'Offset', '2 Chainz']",2018,0
ODD FUTURE,['UVERworld'],2018,0
Summer Games,['Drake'],2018,1
make you feel pretty,['lovelytheband'],2018,0
No Rest,['Lil Skies'],2018,2
I'm Your Wreck,['Mt. Joy'],2018,1
Day 1 ◑,['HONNE'],2018,0
Dancing's Not a Crime,['Panic! At The Disco'],2018,0
The Muffin Song (asdfmovie),"['The Gregory Brothers', 'TomSka']",2018,0
Machine,['Imagine Dragons'],2018,0
I Tried Loving,['Trippie Redd'],2018,2
Cut My Lip,['Twenty One Pilots'],2018,0
TOGETHER,['Aminé'],2018,1
Neon Gravestones,['Twenty One Pilots'],2018,1
Summer's Gone,"['NoMBe', 'Thutmose']",2018,1
Introvert (feat. Joji),"['Rich Brian', 'Joji']",2018,0
WORKIN ME,['Quavo'],2018,2
2 Gone,['CVBZ'],2018,0
Whiplash'd,['Xavier Wulf'],2018,0
Jump (with Trippie Redd),"['Julia Michaels', 'Trippie Redd']",2018,2
Almost Over You (feat. Randy Houser),"['Jessie James Decker', 'Randy Houser']",2018,2
Ridin (feat. Landon Cube & YBN Nahmir),"['Yung Bans', 'Landon Cube', 'YBN Nahmir']",2018,0
Ruthless,['The Marías'],2018,0
SADE IN THE 90s,['Qveen Herby'],2018,0
Working for You,['Jake Scott'],2018,1
Lean 4 Real (feat. Skepta),"['Playboi Carti', 'Skepta']",2018,1
Let Me Live / Let Me Die,['Des Rocs'],2018,1
Solo (feat. Demi Lovato),"['Clean Bandit', 'Demi Lovato']",2018,0
"Never Seen Anything ""Quite Like You"" - Acoustic",['The Script'],2018,1
Drogba (Joanna),['Afro B'],2018,0
Great Man,['Kevin Gates'],2018,0
Groceries,['Mallrat'],2018,1
Fire,['KIDS SEE GHOSTS'],2018,0
OSOM (feat. J. Cole),"['Jay Rock', 'J. Cole']",2018,0
Absinthe,['I DONT KNOW HOW BUT THEY FOUND ME'],2018,2
A Different Age,['Current Joys'],2018,1
the light is coming (feat. Nicki Minaj),"['Ariana Grande', 'Nicki Minaj']",2018,0
Use Somebody - Recorded at Spotify Studios NYC,['Shawn Mendes'],2018,1
Bandito,['Twenty One Pilots'],2018,1
Consequences - orchestra,['Camila Cabello'],2018,1
Losing You,['boy pablo'],2018,0
Friends Don't,['Maddie & Tae'],2018,2
Hear Me Now (feat. DIAMANTE),"['Bad Wolves', 'DIAMANTE']",2018,2
Through the Storm,['YoungBoy Never Broke Again'],2018,0
No Mistakes,['Kanye West'],2018,1
Save The Day (feat. Coi Leray & LouGotCash),"['Ski Mask The Slump God', 'Jacquees', 'Coi Leray', 'LouGotCash']",2018,0
Lullaby,"['UMI', 'Yeek']",2018,1
Used To Be,['Matt Nathanson'],2018,0
After Dark (feat. Static Major & Ty Dolla $ign),"['Drake', 'Static Major', 'Ty Dolla $ign']",2018,1
Wanted Man,['Mat Kearney'],2018,2
Love Like This,['Lauren Daigle'],2018,1
Boca Raton (with A$AP Ferg),"['Bas', 'A$AP Ferg']",2018,0
If You Know You Know,['Pusha T'],2018,2
Boo'd Up,['Ella Mai'],2018,1
Over the Moon,['The Marías'],2018,1
I'll Never Love Again - Extended Version,['Lady Gaga'],2018,1
Endless Alleluia,['Cory Asbury'],2018,1
i swear i'll never leave again,['keshi'],2018,1
Mamma Mia,['Austin Weber'],2018,0
4am,['girl in red'],2018,2
I'm Not Ok,['Weathers'],2018,2
Tyrant (feat. Jorja Smith),"['Kali Uchis', 'Jorja Smith']",2018,1
Fingers,['Lil Peep'],2018,2
Feliz Navidad - Recorded at Spotify Studios NYC,"[""Why Don't We""]",2018,0
MAMA,"['6ix9ine', 'Nicki Minaj', 'Kanye West']",2018,2
Only Jesus,['Casting Crowns'],2018,2
Trivia 起 : Just Dance,['BTS'],2018,0
El Clavo (feat. Maluma) - Remix,"['Prince Royce', 'Maluma']",2018,0
I Believe You,['FLETCHER'],2018,1
Winnebago (feat. Quinn XCII & Daniel Wilson),"['Gryffin', 'Quinn XCII', 'Daniel Wilson']",2018,2
Don't Watch Me Cry,['Jorja Smith'],2018,1
One of the Drunks,['Panic! At The Disco'],2018,2
Ex-Wives,['Six'],2018,1
MALA,"['6ix9ine', 'Anuel AA']",2018,0
Stepping Stone,['Eminem'],2018,2
KEKE,"['6ix9ine', 'Fetty Wap', 'A Boogie Wit da Hoodie']",2018,2
Egyptian Luvr,"['Rejjie Snow', 'Dana Williams', 'Aminé']",2018,0
Wonder Woman,['Kacey Musgraves'],2018,0
Drag the Lake,['The Amity Affliction'],2018,2
Pain,['Yungeen Ace'],2018,1
Rise,"['Jonas Blue', 'Jack & Jack']",2018,0
CLOSE (feat. Travis Scott) - From SR3MM,"['Rae Sremmurd', 'Swae Lee', 'Slim Jxmmi', 'Travis Scott']",2018,2
I'll Never Love Again - Film Version,"['Lady Gaga', 'Bradley Cooper']",2018,1
Boot It Up,['Shoreline Mafia'],2018,1
Neighbor (feat. Travis Scott),"['Juicy J', 'Travis Scott']",2018,0
Wait by the River,['Lord Huron'],2018,2
Egotistic,['MAMAMOO'],2018,0
The Night We Met (feat. Phoebe Bridgers),"['Lord Huron', 'Phoebe Bridgers']",2018,1
Nomás Este Rey - Bonus Track,['Luis Alfonso Partida El Yaki'],2018,0
Airplane,['j-hope'],2018,0
Forgive You,['Leon Bridges'],2018,0
Alone Together,['Dan + Shay'],2018,2
Drop the Guillotine,['Peach Pit'],2018,0
Island Song (Come Along with Me) [feat. Ashley Eriksson],"['Adventure Time', 'Ashley Eriksson']",2018,0
One That Got Away,['Michael Ray'],2018,2
The Games We Play,['Pusha T'],2018,0
"If You Want To Sing Out, Sing Out",['Yusuf / Cat Stevens'],2018,0
See U Later,['BLACKPINK'],2018,0
Don’t,"['Loco', 'Hwa Sa']",2018,0
Mykonos,['Fleet Foxes'],2018,1
Church (Take Me Back),['Cochren & Co.'],2018,0
Trivia 承 : Love,['BTS'],2018,0
Fields,['Giveon'],2018,1
Alone (Feat. Big Sean & Stefflon Don),"['Halsey', 'Big Sean', 'Stefflon Don']",2018,2
Fitness,['Lizzo'],2018,0
000000,['A.CHAL'],2018,2
Mejor Me Alejo,['Banda MS de Sergio Lizárraga'],2018,0
Regular - English Version,['NCT 127'],2018,0
tokyo,['RM'],2018,1
Pain = BESTFRIEND - feat. Travis Barker,"['XXXTENTACION', 'Travis Barker']",2018,0
Best Friend,"['Sofi Tukker', 'NERVO', 'The Knocks', 'ALISA UENO']",2018,0
Blue Coupe,['Twin Peaks'],2018,2
I Wanna Bitch Like Dillion Harper,['KAMAARA'],2018,0
Hi Bich,['Bhad Bhabie'],2018,1
Te Boté,"['Darell', 'Casper Magico', 'Nio Garcia', 'Nicky Jam', 'Ozuna', 'Bad Bunny']",2018,0
Autumn Town Leaves,['Iron & Wine'],2018,1
Mando (feat. Mozzy),"['$tupid Young', 'Mozzy']",2018,0
"Ni Contigo, Ni Sin Ti","['Los Ángeles Azules', 'Pepe Aguilar']",2018,0
Me & My Dog,"['Julien Baker', 'Phoebe Bridgers', 'Lucy Dacus']",2018,1
The Joke,['Brandi Carlile'],2018,1
hey little girl (live),['sophiemarie.b'],2018,1
A Little Dive Bar in Dahlonega,['Ashley McBryde'],2018,0
Day Drunk,['Morgan Evans'],2018,0
Transformer (feat. Nicki Minaj),"['Future', 'Nicki Minaj']",2018,2
Famous (feat. Reginae Carter),"['Lil Wayne', 'Reginae Carter']",2018,1
IDWK,"['DVBBS', 'blackbear']",2018,0
¿Por Qué Cambiaste De Opinión?,['Calibre 50'],2018,0
haunt u,['mysticphonk'],2018,1
El Préstamo,['Maluma'],2018,0
Rap Niggas,['Nipsey Hussle'],2018,2
Get Down,"['Six', 'Genesis Lynea']",2018,0
What Keeps You Up At Night,['Dan + Shay'],2018,2
I Want To Break Free,['Queen'],2018,0
Softcore,['The Neighbourhood'],2018,1
Right Now (feat. Pi'erre Bourne),"['Playboi Carti', 'Pi’erre Bourne']",2018,1
Diva,['Don Toliver'],2018,0
Eagle Dub,['Paul Amp'],2018,0
Aftershock,['Pouya'],2018,0
Head On (feat. Kevin Gates),"['YoungBoy Never Broke Again', 'Kevin Gates']",2018,0
Pretender - Acoustic,['AJR'],2018,0
Killin' On Demand,['Freddie Dredd'],2018,0
Toy,['Netta'],2018,0
Bickenhead,['Cardi B'],2018,0
Take It Away,"['RL Grime', 'Ty Dolla $ign', 'TK Kravitz']",2018,2
Hipócrita,"['Anuel AA', 'Zion']",2018,0
Stabbing In The Dark,['Ice Nine Kills'],2018,2
Heavy,['Birdtalker'],2018,1
Hit the Road Jack,['Ray Charles'],2018,2
All That,['Oliver Tree'],2018,0
Need Someone,['Ollie'],2018,0
Two High,['Moon Taxi'],2018,0
Such Small Hands,['La Dispute'],2018,2
MICKEY,"['Lil Yachty', 'Offset', 'Lil Baby']",2018,1
The Other,['Lauv'],2018,2
Wine For Me,['YNW Melly'],2018,1
Anpanman,['BTS'],2018,0
Movie,['Tom Misch'],2018,1
R.I.P. Fredo (feat. Young Nudy) - Notice Me,"['Playboi Carti', 'Young Nudy']",2018,0
Potions,"['SLANDER', 'Said the Sky', 'JT Roach']",2019,1
"Chariot (feat. Meek Mill, Lil Durk & Young Thug)","['Calboy', 'Meek Mill', 'Lil Durk', 'Young Thug']",2019,0
Carter Son,['YoungBoy Never Broke Again'],2019,1
I'm Listening - Radio Version,"['Chris McClarney', 'Hollyn']",2019,2
Stronger,"['TheFatRat', 'Slaydit', 'Anjulie']",2019,2
Millions,['Young Thug'],2019,0
Heartbeat (BTS World Original Soundtrack),['BTS'],2019,2
Best Part of Me (feat. YEBBA),"['Ed Sheeran', 'Yebba']",2019,1
What It's Like,['King Von'],2019,0
Nobody Compares To You (feat. Katie Pearlman),"['Gryffin', 'Katie Pearlman']",2019,1
La Suerte del Señor,"['El Fantasma', 'Los Dos Carnales']",2019,0
Blanco,['J Balvin'],2019,0
Seguimos Laborando,['Grupo 360'],2019,0
1 Hell of a Life,"['Young Dolph', 'Key Glock']",2019,0
Sweater Weather,"['Gaullin', 'Julian Perretta']",2019,2
Outta There,['Moe'],2019,1
La Boca - Remix,"['Mau y Ricky', 'Camilo', 'Lunay']",2019,0
Naked,['James Arthur'],2019,1
Dream Glow (BTS World Original Soundtrack) - Pt. 1,"['BTS', 'Charli XCX']",2019,0
Fell In Love,"['Shoreline Mafia', 'Fenix Flexin']",2019,0
Paint The Sky Red,['Rod Wave'],2019,0
Diamonds or Twine,['Ryan Hurd'],2019,0
Drove Me to the Whiskey,"['Casey Donahew', 'Jaime Pierce']",2019,1
Rollercoaster,['Jonas Brothers'],2019,0
If You're Gonna Lie,['FLETCHER'],2019,2
Jet Black (feat. Brandy),"['Anderson .Paak', 'Brandy']",2019,0
Dark Out,"['Global Dan', 'Global AzN']",2019,2
Broke Ass Kid,['Dylan Wheeler'],2019,2
hungover sunday,['Christian French'],2019,1
Me Rehúso,['Danny Ocean'],2019,0
Bloxk Party (feat. Drego),"['Sada Baby', 'Drego']",2019,2
Ride It - Jonas Blue Remix,"['Regard', 'Jonas Blue']",2019,2
Nowhere To Run,"['Ryan Trey', 'Bryson Tiller']",2019,2
Belgium,['Lil Peep'],2019,1
Sunlight,['Hozier'],2019,1
Intro,['Roddy Ricch'],2019,0
Drama Club,['Melanie Martinez'],2019,0
DRAINO (feat. Denzel Curry),"['City Morgue', 'ZillaKami', 'SosMula', 'Denzel Curry']",2019,1
Moonwalkin (feat. Lil Durk),"['Roddy Ricch', 'Lil Durk']",2019,2
Feel Me,"['Rich Music LTD', 'Sech', 'Dalex', 'Justin Quiles', 'Lenny Tavárez', 'Feid', 'Mariah Angeliq']",2019,0
Gang Unit,['Lil Loaded'],2019,0
Can't Take My Eyes off You,"['Craymer', 'AIIVAWN']",2019,1
CASH COW,"['NGHTMRE', 'Gunna']",2019,2
Die Happy,['DREAMERS'],2019,0
Undecided,['Chris Brown'],2019,1
Hell Right (feat. Trace Adkins),"['Blake Shelton', 'Trace Adkins']",2019,0
"Verify (feat. Young Thug, Gunna)","['Jacquees', 'Young Thug', 'Gunna']",2019,1
Wolf Totem (feat. Jacoby Shaddix of Papa Roach),"['The HU', 'Papa Roach']",2019,2
The Sound of Silence,['Pentatonix'],2019,1
Tie Me Down (with Elley Duhé),"['Gryffin', 'Elley Duhé']",2019,0
When I Lie,['Lil Peep'],2019,2
Every Little Honky Tonk Bar,['George Strait'],2019,0
Potential,['Summer Walker'],2019,1
No Lo Trates,"['Pitbull', 'Daddy Yankee', 'Natti Natasha']",2019,0
Turbulent,['Waterparks'],2019,2
Bellacoso,"['Residente', 'Bad Bunny']",2019,2
highschool,['guccihighwaters'],2019,0
Real Feel,['Trippie Redd'],2019,0
This Ain't That,"['Trippie Redd', 'Lil Mosey']",2019,1
Eternal Light,"['Free Nationals', 'Chronixx']",2019,0
Lost On You,['Lewis Capaldi'],2019,1
Babyface Savage (feat. Tory Lanez),"['Bhad Bhabie', 'Tory Lanez']",2019,0
How to disappear,['Lana Del Rey'],2019,1
Wanted,['OneRepublic'],2019,0
Haven't Seen It Yet,['Danny Gokey'],2019,2
i don't miss u,['carobae'],2019,1
Triumph,['XXXTENTACION'],2019,1
Slow Dance (feat. Ava Max) - Sam Feldt Remix,"['AJ Mitchell', 'Ava Max', 'Sam Feldt']",2019,0
Canalla,"['Romeo Santos', 'El Chaval de la Bachata']",2019,0
C7osure (You Like),['Lil Nas X'],2019,0
Roll Dice,['Roddy Ricch'],2019,0
Calabasas,['Skizzy Mars'],2019,0
"Pink Toes (Offset, DaBaby feat. Gunna)","['Quality Control', 'Offset', 'DaBaby', 'Gunna']",2019,0
Altar Call Prayer,['Brinson'],2019,2
XXL,['DaBaby'],2019,0
BAD KID,['Night Lovell'],2019,1
Never Had The Balls,['Rex Orange County'],2019,2
Indigo,['Chris Brown'],2019,2
None Of Your Concern,"['Jhené Aiko', 'Big Sean']",2019,1
Don't Need Time - Remix,"['Hotboii', 'Lil Baby']",2020,0
Sour Candy (with BLACKPINK),"['Lady Gaga', 'BLACKPINK']",2020,0
By Yourself (feat. Jhené Aiko & Mustard),"['Ty Dolla $ign', 'Jhené Aiko', 'Mustard']",2020,1
Letter 2 U,['J.I the Prince of N.Y'],2020,1
All Week,['Rod Wave'],2020,0
D4L,"['Future', 'Drake', 'Young Thug']",2020,0
Bigger Than Life,['Lil Uzi Vert'],2020,0
Falling For You with Justin Bieber,"['Jaden', 'Justin Bieber']",2020,0
I Met Tay Keith First (feat. Lil Baby & Moneybagg Yo),"['Blac Youngsta', 'Moneybagg Yo', 'Lil Baby']",2020,0
Mystery Lady (feat. Don Toliver),"['Masego', 'Don Toliver']",2020,0
"Track 6 (feat. Kanye West, Anderson .Paak & Thundercat)","['Ty Dolla $ign', 'Anderson .Paak', 'Kanye West', 'Thundercat']",2020,2
Shot In The Dark,['AC/DC'],2020,0
as long as you care,['Ruel'],2020,1
Cafeteria (feat. Gunna),"['CHASE B', 'Don Toliver', 'Gunna']",2020,0
Better Together,['Luke Combs'],2020,1
Rodeo - feat. Nas,"['Lil Nas X', 'Nas']",2020,0
Te Vas a Arrepentir,['Los Dos Carnales'],2020,0
Top Gone (with Lunay),"['Lil Mosey', 'Lunay']",2020,0
Stella Brown,['Jelani Aryeh'],2020,0
Futsal Shuffle 2020 - Bonus Track,['Lil Uzi Vert'],2020,1
Why Would I Stop?,['Big Sean'],2020,0
la luz(Fín),"['Kali Uchis', 'Jhay Cortez']",2020,0
Diosa - Remix,"['Myke Towers', 'Anuel AA', 'Natti Natasha']",2020,0
Do To Me,['H.E.R.'],2020,2
Mood (feat. Chris Brown),"['Trippie Redd', 'Chris Brown']",2020,1
Rover (feat. DTG),"['S1mba', 'DTG']",2020,0
What's On Your Mind (feat. Jacquees),"['K CAMP', 'Jacquees']",2020,1
Pack Lite,['Queen Naija'],2020,2
Like It Is,"['Kygo', 'Zara Larsson', 'Tyga']",2020,0
Quiero Ser,['Los Primos del Este'],2020,0
Monster,['Red Velvet - IRENE & SEULGI'],2020,2
Shot In The Dark,['AC/DC'],2020,0
To My Lowest,['YoungBoy Never Broke Again'],2020,0
//aguardiente y limón %ᵕ‿‿ᵕ%,['Kali Uchis'],2020,0
Secreto,"['Anuel AA', 'KAROL G']",2020,0
Really Love (feat. Craig David & Digital Farm Animals),"['KSI', 'Craig David', 'Digital Farm Animals']",2020,0
TR666 (feat. Swae Lee),"['Trippie Redd', 'Swae Lee']",2020,2
telepatía,['Kali Uchis'],2020,0
SAME THING,['The Kid LAROI'],2020,2
